dead_run_id,agency_id,service_id,start_time,end_time,start_location_id,end_location_id,dist_traveled,block_id,shift_id
4d89INpBP_14431_977_982,41,14,16:17:00,16:22:00,050113,000102,0.20000000000000001,14_14417,14431
4d89INpBP_14432_1252_1255,41,14,20:52:00,20:55:00,120403,000100,0.5,14_14432,14432
4d89INpBP_14432_405_420,41,14,06:45:00,07:00:00,000100,120339,9.0999999999999996,14_14432,14432
4d89INpBP_14433_405_410,41,14,06:45:00,06:50:00,000100,172491,2.1000000000000001,14_14433,14433
4d89INpBP_14434_405_420,41,14,06:45:00,07:00:00,000100,121213,7.0,14_14434,14434
4d89INpBP_14435_1207_1222,41,14,20:07:00,20:22:00,120001,000100,8.8000000000000007,14_14448,14435
4d89INpBP_14435_405_420,41,14,06:45:00,07:00:00,000100,121095,9.0999999999999996,14_14435,14435
4d89INpBP_14436_1197_1207,41,14,19:57:00,20:07:00,120309,000100,3.3999999999999999,14_14454,14436
4d89INpBP_14436_405_420,41,14,06:45:00,07:00:00,000100,120177,7.0999999999999996,14_14436,14436
4d89INpBP_14437_1135_1150,41,14,18:55:00,19:10:00,120356,000100,7.5999999999999996,14_14442,14437
4d89INpBP_14437_410_420,41,14,06:50:00,07:00:00,000100,120583,5.9000000000000004,14_14437,14437
4d89INpBP_14438_1175_1190,41,14,19:35:00,19:50:00,120881,000100,8.8000000000000007,14_14465,14438
4d89INpBP_14438_410_420,41,14,06:50:00,07:00:00,000100,120949,4.5999999999999996,14_14438,14438
4d89INpBP_14439_1167_1197,41,14,19:27:00,19:57:00,060149,000100,15.699999999999999,14_14439,14439
4d89INpBP_14439_410_420,41,14,06:50:00,07:00:00,000100,170729,5.7999999999999998,14_14439,14439
4d89INpBP_14439_657_672,41,14,10:57:00,11:12:00,170729,000100,5.9000000000000004,14_14439,14439
4d89INpBP_14439_980_990,41,14,16:20:00,16:30:00,000100,170729,5.7999999999999998,14_14439,14439
4d89INpBP_14440_412_415,41,14,06:52:00,06:55:00,000100,120403,0.5,14_14440,14440
4d89INpBP_14441_415_430,41,14,06:55:00,07:10:00,000100,121095,9.0999999999999996,14_14441,14441
4d89INpBP_14442_1167_1170,41,14,19:27:00,19:30:00,120403,000100,0.5,14_14433,14442
4d89INpBP_14442_415_420,41,14,06:55:00,07:00:00,000100,172491,2.1000000000000001,14_14442,14442
4d89INpBP_14442_457_472,41,14,07:37:00,07:52:00,120339,172477,11.1,14_14442,14442
4d89INpBP_14443_1132_1142,41,14,18:52:00,19:02:00,172491,000100,2.7999999999999998,14_14443,14443
4d89INpBP_14443_415_420,41,14,06:55:00,07:00:00,000100,172477,2.7999999999999998,14_14443,14443
4d89INpBP_14443_605_615,41,14,10:05:00,10:15:00,170599,000100,2.8999999999999999,14_14443,14443
4d89INpBP_14443_965_980,41,14,16:05:00,16:20:00,000100,120081,9.0999999999999996,14_14443,14443
4d89INpBP_14444_417_420,41,14,06:57:00,07:00:00,000100,120403,0.5,14_14444,14444
4d89INpBP_14445_1206_1216,41,14,20:06:00,20:16:00,120938,000100,7.2000000000000002,14_14405,14445
4d89INpBP_14445_420_430,41,14,07:00:00,07:10:00,000100,120415,5.0,14_14445,14445
4d89INpBP_14446_420_425,41,14,07:00:00,07:05:00,000100,172477,2.7999999999999998,14_14446,14446
4d89INpBP_14446_645_655,41,14,10:45:00,10:55:00,172477,000100,2.8999999999999999,14_14446,14446
4d89INpBP_14447_1197_1217,41,14,19:57:00,20:17:00,120787,000100,8.6999999999999993,14_14423,14447
4d89INpBP_14447_420_430,41,14,07:00:00,07:10:00,000100,120583,5.9000000000000004,14_14447,14447
4d89INpBP_14448_1212_1237,41,14,20:12:00,20:37:00,060125,000100,10.300000000000001,14_14428,14448
4d89INpBP_14448_420_445,41,14,07:00:00,07:25:00,000100,060141,10.9,14_14448,14448
4d89INpBP_14449_1237_1252,41,14,20:37:00,20:52:00,120001,000100,8.8000000000000007,14_14407,14449
4d89INpBP_14449_430_450,41,14,07:10:00,07:30:00,000100,030021,9.1999999999999993,14_14449,14449
4d89INpBP_14449_637_639,41,14,10:37:00,10:39:00,030551,030552,0.40000000000000002,14_14449,14449
4d89INpBP_14450_1237_1251,41,14,20:37:00,20:51:00,030021,000100,9.8000000000000007,14_14449,14450
4d89INpBP_14450_430_435,41,14,07:10:00,07:15:00,000100,172491,2.1000000000000001,14_14450,14450
4d89INpBP_14451_1048_1050,41,14,17:28:00,17:30:00,000102,050106,0.34999999999999998,14_14451,14451
4d89INpBP_14451_1206_1216,41,14,20:06:00,20:16:00,170776,000100,5.2999999999999998,14_14451,14451
4d89INpBP_14451_430_440,41,14,07:10:00,07:20:00,000100,170775,5.7999999999999998,14_14451,14451
4d89INpBP_14451_597_602,41,14,09:57:00,10:02:00,050107,000102,0.34999999999999998,14_14451,14451
4d89INpBP_14452_1231_1241,41,14,20:31:00,20:41:00,120938,000100,7.2000000000000002,14_14452,14452
4d89INpBP_14452_430_440,41,14,07:10:00,07:20:00,000100,050113,5.7000000000000002,14_14452,14452
4d89INpBP_14453_1035_1050,41,14,17:15:00,17:30:00,000100,121213,7.0,14_14453,14453
4d89INpBP_14453_1215_1232,41,14,20:15:00,20:32:00,050421,000100,12.9,14_14453,14453
4d89INpBP_14453_433_450,41,14,07:13:00,07:30:00,000100,050421,12.800000000000001,14_14453,14453
4d89INpBP_14453_620_630,41,14,10:20:00,10:30:00,121213,000100,6.9000000000000004,14_14453,14453
4d89INpBP_14454_1257_1267,41,14,20:57:00,21:07:00,120309,000100,3.3999999999999999,14_14401,14454
4d89INpBP_14454_435_450,41,14,07:15:00,07:30:00,000100,120261,9.0999999999999996,14_14454,14454
4d89INpBP_14455_1257_1267,41,14,20:57:00,21:07:00,120415,000100,5.4000000000000004,14_14445,14455
4d89INpBP_14455_435_450,41,14,07:15:00,07:30:00,000100,120028,9.0999999999999996,14_14455,14455
4d89INpBP_14456_435_450,41,14,07:15:00,07:30:00,000100,120356,7.0999999999999996,14_14456,14456
4d89INpBP_14457_1045_1050,41,14,17:25:00,17:30:00,121270,050421,2.2000000000000002,14_14457,14457
4d89INpBP_14457_1215_1225,41,14,20:15:00,20:25:00,121213,000100,6.9000000000000004,14_14457,14457
4d89INpBP_14457_435_450,41,14,07:15:00,07:30:00,000100,121213,7.0,14_14457,14457
4d89INpBP_14457_615_620,41,14,10:15:00,10:20:00,050421,121270,2.2000000000000002,14_14457,14457
4d89INpBP_14458_1247_1262,41,14,20:47:00,21:02:00,120769,000100,6.7999999999999998,14_14406,14458
4d89INpBP_14458_435_450,41,14,07:15:00,07:30:00,000100,050106,5.7999999999999998,14_14458,14458
4d89INpBP_14459_1140_1150,41,14,19:00:00,19:10:00,172477,000100,2.8999999999999999,14_14459,14459
4d89INpBP_14459_440_445,41,14,07:20:00,07:25:00,000100,172477,2.7999999999999998,14_14459,14459
4d89INpBP_14459_625_630,41,14,10:25:00,10:30:00,120356,121259,0.20000000000000001,14_14459,14459
4d89INpBP_14459_975_980,41,14,16:15:00,16:20:00,121259,120356,0.20000000000000001,14_14459,14459
4d89INpBP_14460_1110_1120,41,14,18:30:00,18:40:00,172477,000100,2.8999999999999999,14_14456,14460
4d89INpBP_14460_445_465,41,14,07:25:00,07:45:00,000100,121291,8.9000000000000004,14_14460,14460
4d89INpBP_14460_752_767,41,14,12:32:00,12:47:00,120627,000100,6.7999999999999998,14_14460,14460
4d89INpBP_14461_1242_1257,41,14,20:42:00,20:57:00,120605,000100,6.7999999999999998,14_14416,14461
4d89INpBP_14461_445_455,41,14,07:25:00,07:35:00,000100,121106,5.0999999999999996,14_14461,14461
4d89INpBP_14462_1207_1222,41,14,20:07:00,20:22:00,120028,000100,9.3000000000000007,14_14455,14462
4d89INpBP_14462_447_450,41,14,07:27:00,07:30:00,000100,120403,0.5,14_14462,14462
4d89INpBP_14462_488_493,41,14,08:08:00,08:13:00,120403,172491,1.8999999999999999,14_14462,14462
4d89INpBP_14463_1192_1194,41,14,19:52:00,19:54:00,030551,030552,0.40000000000000002,14_14463,14463
4d89INpBP_14463_1227_1242,41,14,20:27:00,20:42:00,120339,000100,9.3000000000000007,14_14463,14463
4d89INpBP_14463_460_480,41,14,07:40:00,08:00:00,000100,030021,9.1999999999999993,14_14463,14463
4d89INpBP_14464_1212_1222,41,14,20:12:00,20:22:00,121106,120605,4.5999999999999996,14_14427,14464
4d89INpBP_14464_1248_1258,41,14,20:48:00,20:58:00,050113,000100,6.0,14_14427,14464
4d89INpBP_14464_495_510,41,14,08:15:00,08:30:00,000100,120881,9.4000000000000004,14_14464,14464
4d89INpBP_14465_1269_1279,41,14,21:09:00,21:19:00,170776,000100,5.2999999999999998,14_14461,14465
4d89INpBP_14465_495_510,41,14,08:15:00,08:30:00,000100,120675,6.2000000000000002,14_14465,14465
4d89INpBP_14466_1275_1292,41,14,21:15:00,21:32:00,050421,000100,12.9,14_14434,14466
4d89INpBP_14466_602_612,41,14,10:02:00,10:12:00,172491,000100,2.7999999999999998,14_14462,14466
4d89INpBP_14466_777_780,41,14,12:57:00,13:00:00,000100,120403,0.5,14_14462,14466
4d89INpBP_14466_842_847,41,14,14:02:00,14:07:00,120123,120049,0.29999999999999999,14_14462,14466
4d89INpBP_14467_1312_1327,41,14,21:52:00,22:07:00,120081,000100,9.3000000000000007,14_14414,14467
4d89INpBP_14468_1257_1267,41,14,20:57:00,21:07:00,120949,000100,5.7000000000000002,14_14438,14468
4d89INpBP_14469_842_847,41,14,14:02:00,14:07:00,050113,000102,0.20000000000000001,14_14417,14469
4d89INpBP_14469_925_930,41,14,15:25:00,15:30:00,000102,050113,0.20000000000000001,14_14417,14469
4d89INpBP_14470_1227_1242,41,14,20:27:00,20:42:00,120325,000100,9.3000000000000007,14_14440,14470
4d89INpBP_14471_1272_1287,41,14,21:12:00,21:27:00,120001,000100,8.8000000000000007,14_14403,14471
4d89INpBP_14472_1277_1287,41,14,21:17:00,21:27:00,120309,000100,3.3999999999999999,14_14420,14472
4d89INpBP_14472_677_679,41,14,11:17:00,11:19:00,030551,030552,0.40000000000000002,14_14426,14472
4d89INpBP_14474_1265_1275,41,14,21:05:00,21:15:00,121213,000100,6.9000000000000004,14_14429,14474
4d89INpBP_14475_785_792,41,14,13:05:00,13:12:00,120769,121106,5.2000000000000002,14_14427,14475
4d89INpBP_14476_1277_1292,41,14,21:17:00,21:32:00,121095,000100,9.3000000000000007,14_14435,14476
4d89INpBP_14477_1257_1277,41,14,20:57:00,21:17:00,120787,000100,8.6999999999999993,14_14413,14477
4d89INpBP_14478_1277_1292,41,14,21:17:00,21:32:00,120625,000100,7.5999999999999996,14_14422,14478
4d89INpBP_14479_1048_1051,41,14,17:28:00,17:31:00,120403,000100,0.5,14_14462,14479
4d89INpBP_14479_1287_1290,41,14,21:27:00,21:30:00,120403,000100,0.5,14_14450,14479
4d89INpBP_14479_970_975,41,14,16:10:00,16:15:00,120049,120123,0.29999999999999999,14_14462,14479
4d89INpBP_14480_1207_1222,41,14,20:07:00,20:22:00,170729,000100,5.9000000000000004,14_14424,14480
4d89INpBP_14480_1277_1292,41,14,21:17:00,21:32:00,120583,000100,8.4000000000000004,14_14437,14480
4d89INpBP_14480_717_722,41,14,11:57:00,12:02:00,170729,000112,0.40000000000000002,14_14424,14480
4d89INpBP_14480_775_780,41,14,12:55:00,13:00:00,000112,170729,0.40000000000000002,14_14424,14480
4d89INpBP_14481_1222_1237,41,14,20:22:00,20:37:00,121095,000100,9.3000000000000007,14_14441,14481
4d89INpBP_14482_1285_1300,41,14,21:25:00,21:40:00,120890,000100,8.3000000000000007,14_14412,14482
4d89INpBP_14483_1457_1477,41,14,24:17:00,24:37:00,120787,000100,8.6999999999999993,14_14410,14483
4d89INpBP_14484_1465_1468,41,14,24:25:00,24:28:00,120403,000100,0.5,14_14444,14484
4d89INpBP_14485_1492_1495,41,14,24:52:00,24:55:00,120403,000100,0.5,14_14404,14485
4d89INpBP_14486_1505_1508,41,14,25:05:00,25:08:00,120403,000100,0.5,14_14436,14486
4d89INpBP_14486_897_902,41,14,14:57:00,15:02:00,170729,000112,0.40000000000000002,14_14424,14486
4d89INpBP_14486_955_960,41,14,15:55:00,16:00:00,000112,170729,0.40000000000000002,14_14424,14486
4d89INpBP_14487_1545_1548,41,14,25:45:00,25:48:00,120403,000100,0.5,14_14409,14487
4d89INpBP_14488_1317_1320,41,14,21:57:00,22:00:00,050107,050113,0.29999999999999999,14_14415,14488
4d89INpBP_14488_1451_1461,41,14,24:11:00,24:21:00,050113,000100,6.0,14_14415,14488
4d89INpBP_14489_1481_1491,41,14,24:41:00,24:51:00,050113,000100,6.0,14_14402,14489
4d89INpBP_14490_1482_1497,41,14,24:42:00,24:57:00,120001,000100,8.8000000000000007,14_14430,14490
4d89INpBP_14491_1511_1521,41,14,25:11:00,25:21:00,050113,000100,6.0,14_14408,14491
4d89INpBP_14492_1252_1257,41,14,20:52:00,20:57:00,120081,060141,3.3999999999999999,14_14411,14492
4d89INpBP_14492_1517_1520,41,14,25:17:00,25:20:00,120403,000100,0.5,14_14411,14492
4d89INpBP_14493_1495_1500,41,14,24:55:00,25:00:00,000100,170929,2.1000000000000001,14_14493,14493
4d89INpBP_14493_1845_1855,41,14,30:45:00,30:55:00,170929,000100,2.7999999999999998,14_14493,14493
4Z4g6Q0g8K_3921_1169_1204,41,93,19:29:00,20:04:00,000100,050006,18.699999999999999,93_3921,3921
4Z4g6Q0g8K_3921_1534_1569,41,93,25:34:00,26:09:00,050006,000100,18.699999999999999,93_3921,3921
4Z4g6Q0g8K_3922_1169_1204,41,93,19:29:00,20:04:00,000100,050006,18.699999999999999,93_3922,3922
4Z4g6Q0g8K_3922_1274_1275,41,93,21:14:00,21:15:00,050044,050052,0.23000000000000001,93_3922,3922
4Z4g6Q0g8K_3922_1334_1335,41,93,22:14:00,22:15:00,050044,050052,0.23000000000000001,93_3922,3922
4Z4g6Q0g8K_3922_1394_1395,41,93,23:14:00,23:15:00,050044,050052,0.23000000000000001,93_3922,3922
4Z4g6Q0g8K_3922_1415_1435,41,93,23:35:00,23:55:00,126234,000100,11.0,93_3922,3922
4Z4g6Q0g8K_3923_1169_1204,41,93,19:29:00,20:04:00,000100,050006,18.699999999999999,93_3923,3923
4Z4g6Q0g8K_3923_1570_1590,41,93,26:10:00,26:30:00,126234,000100,11.0,93_3923,3923
4Z4g6Q0g8K_3924_1175_1195,41,93,19:35:00,19:55:00,000100,126234,11.0,93_3924,3924
4Z4g6Q0g8K_3924_1510_1530,41,93,25:10:00,25:30:00,126234,000100,11.0,93_3924,3924
4Z4g6Q0g8K_3925_1175_1195,41,93,19:35:00,19:55:00,000100,126234,11.0,93_3925,3925
4Z4g6Q0g8K_3925_1564_1599,41,93,26:04:00,26:39:00,050006,000100,18.699999999999999,93_3925,3925
4Z4g6Q0g8K_3926_1175_1195,41,93,19:35:00,19:55:00,000100,126234,11.0,93_3926,3926
4Z4g6Q0g8K_3926_1534_1569,41,93,25:34:00,26:09:00,050006,000100,18.699999999999999,93_3926,3926
4Z4g6Q0g8K_3927_1174_1194,41,93,19:34:00,19:54:00,000100,126234,11.0,93_3927,3927
4Z4g6Q0g8K_3927_1214_1215,41,93,20:14:00,20:15:00,050044,050052,0.23000000000000001,93_3927,3927
4Z4g6Q0g8K_3927_1504_1539,41,93,25:04:00,25:39:00,050006,000100,18.699999999999999,93_3927,3927
4Z4g6Q0g8K_3928_1155_1190,41,93,19:15:00,19:50:00,000100,050006,18.699999999999999,93_3928,3928
4Z4g6Q0g8K_3928_1540_1560,41,93,25:40:00,26:00:00,126234,000100,11.0,93_3928,3928
4Z4g6Q0g8K_3929_1204_1224,41,93,20:04:00,20:24:00,000100,126234,11.0,93_3929,3929
4Z4g6Q0g8K_3929_1244_1245,41,93,20:44:00,20:45:00,050044,050052,0.23000000000000001,93_3929,3929
4Z4g6Q0g8K_3929_1304_1305,41,93,21:44:00,21:45:00,050044,050052,0.23000000000000001,93_3929,3929
4Z4g6Q0g8K_3929_1364_1365,41,93,22:44:00,22:45:00,050044,050052,0.23000000000000001,93_3929,3929
4Z4g6Q0g8K_3929_1385_1405,41,93,23:05:00,23:25:00,126234,000100,11.0,93_3929,3929
4Z4g6Q0g8K_3930_1205_1225,41,93,20:05:00,20:25:00,000100,126234,11.0,93_3930,3930
4Z4g6Q0g8K_3930_1594_1629,41,93,26:34:00,27:09:00,050006,000100,18.699999999999999,93_3930,3930
4Z4g6Q0g8K_3931_1200_1235,41,93,20:00:00,20:35:00,000100,050006,18.699999999999999,93_3931,3931
4Z4g6Q0g8K_3931_1315_1350,41,93,21:55:00,22:30:00,050006,000100,18.699999999999999,93_3931,3931
5YiDGpBZlk_7901_322_325,41,7,05:22:00,05:25:00,000109,171267,0.40000000000000002,7_7901,7901
5YiDGpBZlk_7901_582_585,41,7,09:42:00,09:45:00,171267,000109,0.40000000000000002,7_7901,7901
5YiDGpBZlk_7901_715_720,41,7,11:55:00,12:00:00,000109,171959,2.7000000000000002,7_7901,7901
5YiDGpBZlk_7901_935_940,41,7,15:35:00,15:40:00,171959,000109,2.7999999999999998,7_7901,7901
5YiDGpBZlk_7902_1082_1102,41,7,18:02:00,18:22:00,172494,170391,13.5,7_7902,7902
5YiDGpBZlk_7902_1160_1170,41,7,19:20:00,19:30:00,171224,000109,6.5999999999999996,7_7902,7902
5YiDGpBZlk_7902_345_360,41,7,05:45:00,06:00:00,000109,171222,9.0999999999999996,7_7902,7902
5YiDGpBZlk_7902_602_617,41,7,10:02:00,10:17:00,030155,000100,9.3000000000000007,7_7902,7902
5YiDGpBZlk_7902_805_820,41,7,13:25:00,13:40:00,000100,030155,9.8000000000000007,7_7902,7902
5YiDGpBZlk_7902_967_977,41,7,16:07:00,16:17:00,171222,172494,4.5,7_7902,7902
5YiDGpBZlk_7903_1207_1227,41,7,20:07:00,20:27:00,171207,000109,10.699999999999999,7_7903,7903
5YiDGpBZlk_7903_362_365,41,7,06:02:00,06:05:00,000109,171267,0.40000000000000002,7_7903,7903
5YiDGpBZlk_7903_622_625,41,7,10:22:00,10:25:00,171267,000109,0.40000000000000002,7_7903,7903
5YiDGpBZlk_7903_880_885,41,7,14:40:00,14:45:00,000109,171959,2.7000000000000002,7_7903,7903
5YiDGpBZlk_7903_935_950,41,7,15:35:00,15:50:00,170391,170271,6.5,7_7903,7903
5YiDGpBZlk_7904_1187_1202,41,7,19:47:00,20:02:00,171222,000109,10.5,7_7904,7904
5YiDGpBZlk_7904_365_375,41,7,06:05:00,06:15:00,000109,171224,6.4000000000000004,7_7904,7904
5YiDGpBZlk_7904_467_477,41,7,07:47:00,07:57:00,171224,171959,6.4000000000000004,7_7904,7904
5YiDGpBZlk_7904_642_652,41,7,10:42:00,10:52:00,171224,000109,6.5999999999999996,7_7904,7904
5YiDGpBZlk_7904_752_755,41,7,12:32:00,12:35:00,000109,171267,0.40000000000000002,7_7904,7904
5YiDGpBZlk_7904_817_827,41,7,13:37:00,13:47:00,030311,000100,3.5,7_7904,7904
5YiDGpBZlk_7904_845_855,41,7,14:05:00,14:15:00,000100,030311,3.2999999999999998,7_7904,7904
5YiDGpBZlk_7904_917_930,41,7,15:17:00,15:30:00,171267,171222,9.3000000000000007,7_7904,7904
5YiDGpBZlk_7905_1185_1195,41,7,19:45:00,19:55:00,171224,000109,6.5999999999999996,7_7905,7905
5YiDGpBZlk_7905_365_370,41,7,06:05:00,06:10:00,000109,171959,2.7000000000000002,7_7905,7905
5YiDGpBZlk_7905_485_490,41,7,08:05:00,08:10:00,171959,000109,2.7999999999999998,7_7905,7905
5YiDGpBZlk_7905_512_515,41,7,08:32:00,08:35:00,000109,171267,0.40000000000000002,7_7905,7905
5YiDGpBZlk_7905_587_597,41,7,09:47:00,09:57:00,030311,000100,3.5,7_7905,7905
5YiDGpBZlk_7905_605_615,41,7,10:05:00,10:15:00,000100,030311,3.2999999999999998,7_7905,7905
5YiDGpBZlk_7905_677_680,41,7,11:17:00,11:20:00,171267,000109,0.40000000000000002,7_7905,7905
5YiDGpBZlk_7905_837_840,41,7,13:57:00,14:00:00,000109,171267,0.40000000000000002,7_7905,7905
5YiDGpBZlk_7905_922_925,41,7,15:22:00,15:25:00,171267,000109,0.40000000000000002,7_7905,7905
5YiDGpBZlk_7905_950_960,41,7,15:50:00,16:00:00,000109,171224,6.4000000000000004,7_7905,7905
5YiDGpBZlk_7906_1222_1225,41,7,20:22:00,20:25:00,171267,000109,0.40000000000000002,7_7906,7906
5YiDGpBZlk_7906_365_380,41,7,06:05:00,06:20:00,000109,172494,9.5,7_7906,7906
5YiDGpBZlk_7906_555_575,41,7,09:15:00,09:35:00,172494,171959,10.9,7_7906,7906
5YiDGpBZlk_7906_685_690,41,7,11:25:00,11:30:00,171959,000109,2.7999999999999998,7_7906,7906
5YiDGpBZlk_7906_832_835,41,7,13:52:00,13:55:00,000109,171267,0.40000000000000002,7_7906,7906
5YiDGpBZlk_7906_897_907,41,7,14:57:00,15:07:00,030311,000100,3.5,7_7906,7906
5YiDGpBZlk_7906_965_975,41,7,16:05:00,16:15:00,000100,030311,3.2999999999999998,7_7906,7906
5YiDGpBZlk_7907_385_400,41,7,06:25:00,06:40:00,000109,171222,9.0999999999999996,7_7907,7907
5YiDGpBZlk_7907_617_624,41,7,10:17:00,10:24:00,171222,171224,4.5999999999999996,7_7907,7907
5YiDGpBZlk_7908_1010_1020,41,7,16:50:00,17:00:00,000109,171224,6.4000000000000004,7_7908,7908
5YiDGpBZlk_7908_1245_1255,41,7,20:45:00,20:55:00,171224,000109,6.5999999999999996,7_7908,7908
5YiDGpBZlk_7908_410_420,41,7,06:50:00,07:00:00,000109,171224,6.4000000000000004,7_7908,7908
5YiDGpBZlk_7908_590_605,41,7,09:50:00,10:05:00,172482,000101,10.9,7_7908,7908
5YiDGpBZlk_7908_825_840,41,7,13:45:00,14:00:00,000101,172482,9.0999999999999996,7_7908,7908
5YiDGpBZlk_7908_942_962,41,7,15:42:00,16:02:00,170391,000109,11.0,7_7908,7908
5YiDGpBZlk_7909_1025_1035,41,7,17:05:00,17:15:00,000100,030311,3.2999999999999998,7_7909,7909
5YiDGpBZlk_7909_1267_1270,41,7,21:07:00,21:10:00,171267,000109,0.40000000000000002,7_7909,7909
5YiDGpBZlk_7909_420_435,41,7,07:00:00,07:15:00,000109,172494,9.5,7_7909,7909
5YiDGpBZlk_7909_582_585,41,7,09:42:00,09:45:00,171267,000109,0.40000000000000002,7_7909,7909
5YiDGpBZlk_7909_632_635,41,7,10:32:00,10:35:00,000109,171267,0.40000000000000002,7_7903,7909
5YiDGpBZlk_7909_697_707,41,7,11:37:00,11:47:00,030311,000100,3.5,7_7903,7909
5YiDGpBZlk_7909_725_735,41,7,12:05:00,12:15:00,000100,030311,3.2999999999999998,7_7903,7909
5YiDGpBZlk_7909_797_800,41,7,13:17:00,13:20:00,171267,000109,0.40000000000000002,7_7903,7909
5YiDGpBZlk_7909_932_935,41,7,15:32:00,15:35:00,000109,171267,0.40000000000000002,7_7909,7909
5YiDGpBZlk_7909_997_1007,41,7,16:37:00,16:47:00,030311,000100,3.5,7_7909,7909
5YiDGpBZlk_7910_1222_1227,41,7,20:22:00,20:27:00,171959,000109,2.7999999999999998,7_7910,7910
5YiDGpBZlk_7910_440_450,41,7,07:20:00,07:30:00,000109,171224,6.4000000000000004,7_7910,7910
5YiDGpBZlk_7910_642_657,41,7,10:42:00,10:57:00,172482,000101,10.9,7_7910,7910
5YiDGpBZlk_7910_765_780,41,7,12:45:00,13:00:00,000101,172482,9.0999999999999996,7_7910,7910
5YiDGpBZlk_7910_942_952,41,7,15:42:00,15:52:00,171224,171959,6.4000000000000004,7_7910,7910
5YiDGpBZlk_7911_1022_1032,41,7,17:02:00,17:12:00,171224,171222,4.5,7_7911,7911
5YiDGpBZlk_7911_1242_1257,41,7,20:42:00,20:57:00,171222,000109,10.5,7_7911,7911
5YiDGpBZlk_7911_445_450,41,7,07:25:00,07:30:00,000109,171959,2.7000000000000002,7_7911,7911
5YiDGpBZlk_7911_620_640,41,7,10:20:00,10:40:00,171959,172482,14.300000000000001,7_7911,7911
5YiDGpBZlk_7911_762_777,41,7,12:42:00,12:57:00,172482,000101,10.9,7_7911,7911
5YiDGpBZlk_7911_965_980,41,7,16:05:00,16:20:00,000101,172482,9.0999999999999996,7_7911,7911
5YiDGpBZlk_7912_1232_1242,41,7,20:32:00,20:42:00,030311,000100,3.5,7_7901,7912
5YiDGpBZlk_7912_1260_1270,41,7,21:00:00,21:10:00,000100,030311,3.2999999999999998,7_7901,7912
5YiDGpBZlk_7912_1327_1330,41,7,22:07:00,22:10:00,171267,000109,0.40000000000000002,7_7901,7912
5YiDGpBZlk_7912_787_790,41,7,13:07:00,13:10:00,171267,000109,0.40000000000000002,7_7909,7912
5YiDGpBZlk_7912_992_995,41,7,16:32:00,16:35:00,000109,171267,0.40000000000000002,7_7901,7912
5YiDGpBZlk_7913_1137_1152,41,7,18:57:00,19:12:00,172494,000109,8.1999999999999993,7_7907,7913
5YiDGpBZlk_7913_1220_1225,41,7,20:20:00,20:25:00,000109,171959,2.7000000000000002,7_7907,7913
5YiDGpBZlk_7913_1310_1320,41,7,21:50:00,22:00:00,171224,000109,6.5999999999999996,7_7907,7913
5YiDGpBZlk_7913_617_620,41,7,10:17:00,10:20:00,000109,171267,0.40000000000000002,7_7909,7913
5YiDGpBZlk_7913_807_822,41,7,13:27:00,13:42:00,172482,000101,10.9,7_7907,7913
5YiDGpBZlk_7913_965_995,41,7,16:05:00,16:35:00,000101,171267,19.300000000000001,7_7907,7913
5YiDGpBZlk_7914_1167_1172,41,7,19:27:00,19:32:00,171959,171267,3.3999999999999999,7_7912,7914
5YiDGpBZlk_7914_1222_1237,41,7,20:22:00,20:37:00,172494,000109,8.1999999999999993,7_7912,7914
5YiDGpBZlk_7914_410_430,41,7,06:50:00,07:10:00,000109,171207,10.699999999999999,7_7912,7914
5YiDGpBZlk_7914_560_580,41,7,09:20:00,09:40:00,170271,000100,12.1,7_7912,7914
5YiDGpBZlk_7914_705_720,41,7,11:45:00,12:00:00,000100,030155,9.8000000000000007,7_7912,7914
5YiDGpBZlk_7914_817_832,41,7,13:37:00,13:52:00,030155,000100,9.3000000000000007,7_7912,7914
5YiDGpBZlk_7914_970_990,41,7,16:10:00,16:30:00,000100,172482,16.300000000000001,7_7912,7914
7bWosk3dZ0_1201_270_290,41,1,04:30:00,04:50:00,000100,170488,9.3000000000000007,1_1201,1201
7bWosk3dZ0_1202_310_330,41,1,05:10:00,05:30:00,000100,170488,9.3000000000000007,1_1202,1202
7bWosk3dZ0_1203_315_325,41,1,05:15:00,05:25:00,000100,172486,6.0,1_1203,1203
7bWosk3dZ0_1203_642_652,41,1,10:42:00,10:52:00,172486,000100,6.0,1_1203,1203
7bWosk3dZ0_1203_950_960,41,1,15:50:00,16:00:00,000100,172486,6.0,1_1230,1203
7bWosk3dZ0_1204_320_330,41,1,05:20:00,05:30:00,000100,172532,6.0,1_1204,1204
7bWosk3dZ0_1205_320_330,41,1,05:20:00,05:30:00,000100,172486,6.0,1_1205,1205
7bWosk3dZ0_1206_335_355,41,1,05:35:00,05:55:00,000100,170488,9.3000000000000007,1_1206,1206
7bWosk3dZ0_1207_340_360,41,1,05:40:00,06:00:00,000100,170169,9.3000000000000007,1_1207,1207
7bWosk3dZ0_1208_340_350,41,1,05:40:00,05:50:00,000100,172532,6.0,1_1208,1208
7bWosk3dZ0_1209_1047_1052,41,1,17:27:00,17:32:00,170047,170169,3.5,1_1209,1209
7bWosk3dZ0_1209_345_355,41,1,05:45:00,05:55:00,000100,172486,6.0,1_1209,1209
7bWosk3dZ0_1209_617_637,41,1,10:17:00,10:37:00,121270,000100,8.5999999999999996,1_1209,1209
